PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
NC065,Monroe Housing Authority,"504 Hough St, Monroe, NC, 28112",(704) 289-2514,(704) 283-1961,lrussell@monroehousing-nc.com,(252) 813-5118,,lrussell@monroehousung-nc.com,Standard Performer,VERY SMALL (0-49),569,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,0,0,0,0,249,249,43.75999832,0,569,409,100.0,906914,830028,0
NC024,Mooresville Housing Authority,"1046 N Main St, Mooresville, NC, 28115",(704) 664-1659,(704) 664-6407,mhaexecutive@mooresvilleha.org,(704) 664-1659,(704) 664-6407,mhaexecutive@mooresvilleha.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,118664,251576,286569
IL067,Housing Authority of the County of Union,"131 Hillside Ter, Anna, IL, 62906",(618) 833-5129,(618) 833-3969,kelly@ucha.email,(618) 833-5129,(618) 833-3969,kelly@ucha.email,Standard Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),3/31,Low-Rent,346,346,346,314,0,314,90.75,27,346,314,100.0,405039,1005739,0
NE090,Aurora Housing Authority,"1505 P St Ste 1003, Aurora, NE, 68818",(402) 694-3292,(402) 694-5492,artenat@hcha.net,(308) 385-5530,,artenat@hcha.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,38,38,38,31,0,31,81.58000183,6,38,31,100.0,53476,100871,0
NE117,Broken Bow Housing Authority,"825 S 9th Ave, Broken Bow, NE, 68822",(308) 872-2850,(308) 872-5306,brokenbowhousing@gmail.com,(308) 872-2850,,brokenbowhousing@gmail.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,85,85,85,78,0,78,91.76999664,4,85,78,100.0,75585,159432,249942
NE026,Burwell Housing Authority,"400 N 8th St, Burwell, NE, 68823",(308) 346-5136,(308) 346-5308,bha@nctc.net,(308) 346-5136,(308) 346-5308,bha@nctc.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,75,65,65,64,0,64,100.0,0,64,64,100.0,79474,166465,165198
NE101,Cairo Housing Authority,"420 S High St, Cairo, NE, 68824",(308) 485-4722,(308) 485-4722,caironehousing@gmail.com,(308) 485-4722,,caironehousing@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,18,18,18,17,0,17,94.44999695,1,18,17,100.0,30982,28046,38862
MN166,SWIFT COUNTY HRA,"PO Box 286, Benson, MN, 56215",(320) 843-4676,(320) 843-4850,leanna.larson@co.swift.mn.us,(320) 314-8360,,leanna.larson@co.swift.mn.us,,,86,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,62,62,72.09999847,0,86,61,98.38999939,0,0,0
WI006,La Crosse Housing Authority,"1307 Badger St, La Crosse, WI, 54601",(608) 782-2264,(608) 782-2262,info@lacrossehousing.org,(608) 782-2264,(608) 782-2262,sschauf@lacrossehousing.org,Standard Performer,MEDIUM HIGH (300-999),199,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,611,593,593,588,120,708,89.38999939,0,792,764,100.0,478750,1114629,1757605
WI253,LaCrosse County Housing Authority,"615 Plainview Rd, La Crosse, WI, 54603",(608) 781-5365,(608) 781-5379,patrick@lcha.net,(608) 781-5365,(608) 781-5379,patrick@lcha.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,128,128,128,128,0,128,100.0,0,128,128,100.0,106897,238922,262168
WI205,Monroe County Housing Authority,"1108 W Wisconsin St Apt 103, Sparta, WI, 54656",(608) 269-5017,(608) 269-5102,mcha@centurytel.net,(608) 269-5017,(608) 269-5102,mcha@centurytel.net,,,136,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,79,79,58.09000015,0,136,83,100.0,0,0,0
IL101,DuPage  Housing Authority,"711 E Roosevelt Rd, Wheaton, IL, 60187",(630) 690-3555,(630) 690-0702,blee@dupagehousing.org,(630) 593-8207,(630) 690-0702,ccorbett@dupagehousing.org,,,3360,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,3220,3220,95.83000183,0,3360,3745,100.0,0,0,0
NC013,The Housing Authority of the City of Durham,"423 Morris St, Durham, NC, 27701",(919) 683-1551,(919) 683-1237,asnell@dha-nc.org,(919) 683-1551,,asnell@dha-nc.org,Standard Performer,"LARGE (1,000-4,999)",3220,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,1028,1018,1028,782,2511,3291,79.18000031,65,4156,2845,86.44999695,4142012,10534810,5871252
NC137,"Nash-Edgecombe Economic Development, Inc.","818 S Franklin St, Rocky Mount, NC, 27803",(252) 442-8081,(252) 985-3692,,(252) 442-8081,(252) 442-9650,ncole@needcaa.com,,,592,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,434,434,73.30999756,0,592,345,79.48999786,0,0,0
NC019,Rocky Mount Housing Authority,"1065 Pinehurst Dr, Rocky Mount, NC, 27801",(252) 977-3141,(252) 977-2587,Kmacklin@rm-ha.org,(252) 977-3141,(252) 977-2587,Kmacklin@rm-ha.org,Standard Performer,MEDIUM HIGH (300-999),320,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",12/31,Combined,756,755,756,745,239,984,91.52999878,9,1075,1004,100.0,2198187,4042158,6293333
NC076,Farmville Housing Authority,"4284 Anderson Ave, Farmville, NC, 27828",(252) 753-5347,(252) 753-2469,director@farmvilleha.com,(252) 753-5347,(252) 753-2469,director@farmvilleha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,174,174,174,164,0,164,94.26000214,8,174,166,100.0,446566,736712,532629
NC016,Housing Authority of the City of Salisbury,"200 S Mlk Jr Ave, Salisbury, NC, 28144",(704) 636-1410,(704) 636-1433,brad@salisburyhousingauthority.com,(704) 636-1410,,brad@salisburyhousingauthority.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,1439294,1439294,602106
NC102,Rowan County Housing Authority,"310 Long Meadow Dr, Salisbury, NC, 28147",(704) 633-8380,(704) 636-6277,edrcha@carolina.rr.com,(704) 633-8380,,Marc.Starling@rowancountyha.com,High Performer,MEDIUM LOW (100-299),694,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,194,192,194,185,628,813,91.76000214,7,886,813,100.0,538845,963120,429299
NC034,"City of Shelby, Department of Housing","801 Logan St, Shelby, NC, 28150",(704) 484-6830,(704) 484-6860,,(704) 484-6830,(704) 484-6860,bryan.howell@cityofshelby.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,172,172,172,171,0,171,99.41999817,1,172,170,99.41000366,305336,611092,645203
IL066,Housing Authority of the County of Hardin,"355 E Walnut St, Elizabethtown, IL, 62931",(618) 287-2786,(618) 287-2303,hardinco.pha@gmail.com,(618) 287-2786,(618) 287-2303,hardinco.pha@gmail.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,147,147,147,144,0,144,97.95999908,3,147,144,100.0,276111,494780,407569
NE042,Greeley Housing Authority,"300 E Oconnor Ave, Greeley, NE, 68842",(308) 428-4375,(308) 428-4375,greeley@centercable.tv,(402) 276-4052,,Costello.Karla.m@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,14,14,14,13,0,13,92.86000061,1,14,13,100.0,18975,42945,33768
IL071,Pike County Housing Authority,"838 Mason St, Barry, IL, 62312",(217) 407-0707,(217) 407-0708,cbruns@pikehousing.com,(217) 407-0707,(217) 407-0708,cbruns@pikehousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,234,228,228,170,0,170,74.55999756,11,228,170,100.0,309731,593497,596078
KS162,Johnson County Housing Authority,"12425 W 87th Street Pkwy, Lenexa, KS, 66215",(913) 715-6600,(913) 715-6630,Heather.McNeive@jocogov.org,(913) 715-6601,(913) 715-6630,Heather.McNeive@jocogov.org,,,1478,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Section 8,0,0,0,0,1372,1372,92.83000183,0,1478,1429,100.0,0,0,0
WV004,Housing Authority of the City of Huntington,"300 7th Ave W, Huntington, WV, 25701",(304) 526-4400,(304) 526-4432,lellis@hwvha.org,(304) 526-4400,,lellis@hwvha.org,High Performer,MEDIUM HIGH (300-999),1502,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,853,800,800,768,1365,2133,94.33999634,28,2261,2146,100.0,1749479,3083654,2152062
IL056,"Housing Authority of the County of Lake, IL.","nan, Grayslake, IL, 60030",(847) 223-1170,(847) 223-1174,lhocker@lakecountyha.org,(847) 223-1170,,lhocker@lakecountyha.org,Standard Performer,MEDIUM HIGH (300-999),3282,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,428,426,428,415,3033,3448,92.98999786,10,3708,3594,100.0,958926,3582251,1633718
IL107,"Housing Authority of the City of North Chicago, IL","1440 Jackson St, North Chicago, IL, 60064",(847) 785-4300,(847) 785-4308,Ninachalmers@ncilha.org,(847) 785-4300,(847) 785-4308,Ninachalmers@ncilha.org,Standard Performer,MEDIUM LOW (100-299),546,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,150,149,150,145,301,446,64.16999817,4,695,416,93.26999664,299919,472837,237032
IL026,Housing Authority of the City of Waukegan,"1707 N McAree Rd, Waukegan, IL, 60085",(847) 244-8500,(847) 244-8591,cchambers@waukeganhousing.com,(847) 244-8500,(847) 244-8591,cchambers@waukeganhousing.com,Standard Performer,MEDIUM LOW (100-299),1067,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,180,179,180,132,685,817,65.56999969,4,1246,830,100.0,576017,1203895,1133438
NC045,Hot Springs Housing Authority,"50 Walnut St, Hot Springs, NC, 28743",(828) 622-3237,(828) 622-7111,hsha@madison.main.nc.us,(828) 380-0399,,m.praterhsha@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,60,60,60,59,0,59,98.33999634,0,60,59,100.0,102748,175637,184744
NC087,Mid-East Regional Housing Authority,"2995 Radio Station Rd, Greenville, NC, 27834",(252) 752-9548,(252) 752-8535,Lynn@merha.org,(252) 752-9548,(252) 752-8535,Lynn@merha.org,Standard Performer,MEDIUM LOW (100-299),581,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,197,197,197,174,247,421,54.11000061,23,778,436,100.0,474335,889954,474965
NC022,Housing Authority of the City of Greenville,"1103 Broad St, Greenville, NC, 27834",(252) 329-4004,(252) 329-4026,blandel@ghanc.net,(252) 329-4004,(252) 329-4026,blandel@ghanc.net,Standard Performer,MEDIUM HIGH (300-999),894,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",9/30,Combined,714,714,714,654,661,1315,81.77999878,60,1608,1178,89.58000183,2174593,3770166,0
NC053,Hamlet Housing Authority,"1104 Fisher Ave, Hamlet, NC, 28345",(910) 582-3279,(910) 582-3283,garyj@charlotte.twcbc.com,(910) 582-3279,(910) 582-3283,garyj@charlotte.twcbc.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,230,230,230,219,0,219,95.22000122,11,230,218,99.54000092,568444,1064052,0
GA107,Housing Authority of the City of Villa Rica,"490 Old Stone Rd, Villa Rica, GA, 30180",(770) 456-4946,(770) 456-4993,,(770) 366-2961,(770) 456-4993,vrha@mindspring.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,0,0,265897
KS057,Housing Authority of Medicine Lodge,"200 S Cherry St, Medicine Lodge, KS, 67104",(620) 886-5801,(620) 886-3868,mlhouse@sctelcom.net,(620) 886-5801,,mlhouse@sctelcom.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,40,39,40,34,0,34,87.18000031,3,39,34,100.0,66173,98629,88635
KS059,Moundridge Housing Authority,"nan, Moundridge, KS, 67107",(620) 345-2644,(620) 345-2779,moundridgehousingauthority@gmail.com,(620) 345-2644,(620) 345-2779,moundridgehousingauthority@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,54,54,54,53,0,53,98.15000153,1,54,53,100.0,53354,118795,130300
MD007,Rockville Housing Enterprises,"1300 Piccard Dr Ste 203, Rockville, MD, 20850",(301) 424-6265,(301) 217-5857,cetienbla@rockvillehe.org,(301) 424-6265,,cetienbla@rockvillehe.org,Standard Performer,SMALL (50-99),488,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,312,312,80,61,367,367,75.19999695,19,488,9,-4.0,235399,591143,300795
NE093,Genoa Housing Authority,"301 E Willard Ave, Genoa, NE, 68640",(402) 993-2493,(402) 948-4330,genoahousing@eaglecom.net,(402) 270-0211,,genoahousing@eaglecom.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,20,20,20,19,0,19,95.0,1,20,19,100.0,23696,43560,49724
NY023,Freeport Housing Authority,"100 N Main St, Freeport, NY, 11520",(516) 623-2508,(516) 544-2141,JHrvatin@FreeportHousingny.org,(516) 623-2508,,jhrvatin@freeporthousingny.org,Substandard Physical,MEDIUM LOW (100-299),315,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,250,250,250,250,200,450,79.65000153,0,565,442,98.22000122,501492,1037486,977305
NY121,Glen Cove Community Development Agency,"9 Glen St, Glen Cove, NY, 11542",(516) 676-1625,(516) 676-2687,Acurcio@glencovecda.org,(516) 676-1625,,Acurcio@glencovecda.org,,,680,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,286,286,42.06000137,0,680,280,97.90000153,0,0,0
NY069,Glen Cove Public Housing Authority,"140 Glen Cove Ave, Glen Cove, NY, 11542",(516) 671-3161,(516) 759-0240,EricW@glencoveha.com,(516) 671-3161,(516) 759-0240,EricW@glencoveha.com,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,560392,507054,0
NC067,Robersonville Housing Authority,"106 E Railroad St, Robersonville, NC, 27871",(252) 217-2283,,jwhitfield@robersonvillehousing.com,(252) 799-6800,,jwhitfield@robersonvillehousing.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,100,100,100,100,0,100,100.0,0,100,99,99.0,199084,368033,358860
WI049,Marinette Housing Authority,"1520 Ludington St, Marinette, WI, 54143",(715) 735-6912,(715) 735-3985,jmahlik@centurylink.net,(715) 735-6912,(715) 735-3985,jmahlik@centurylink.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,76,75,76,75,0,75,100.0,0,75,75,100.0,50381,108708,162556
WI044,Oconto Housing Authority,"407 Arbutus Ave, Oconto, WI, 54153",(920) 834-3003,(920) 834-2611,pleifker@gmail.com,(920) 834-3003,,pleifker@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,69485,69485,0
WI129,Peshtigo Housing Authority,"181 Chicago Ct, Peshtigo, WI, 54157",(715) 582-9212,(715) 582-4750,debbiete@centurylink.net,(715) 582-9212,(715) 582-9212,debbiete@centurylink.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,40,40,40,39,0,39,97.5,1,40,39,100.0,33728,69027,97100
NC175,Madison County Housing Authority,"160 Ivey Ridge Apt Dr, Mars Hill, NC, 28754",(828) 689-2721,(828) 689-3394,cholder1200@yahoo.com,(828) 689-2721,(828) 689-2721,cholder1200@yahoo.com,High Performer,VERY SMALL (0-49),195,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,40,40,40,38,189,227,96.59999847,1,235,217,95.58999634,82104,179053,138464
NC169,Princeville Housing Authority,"201 Pioneer Ct, Princeville, NC, 27886",(336) 917-6119,(336) 917-6119,kcheshire@haws.org,(336) 917-6119,(336) 917-6119,kcheshire@haws.org,Troubled Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,136830,136830,154021
KS078,Burrton Housing Authority,"460 E Adams St, Burrton, KS, 67020",(620) 463-5077,(620) 463-5077,admin@bha.kscoxmail.com,(620) 665-6473,,aboyer@shpha.kscoxmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,18,18,18,17,0,17,94.44000244,1,18,15,88.23999786,19705,23471,32837
KS112,Halstead Housing Authority,"815 W 6th St, Halstead, KS, 67056",(316) 835-2026,(316) 835-2026,housing@halstead.kscoxmail.com,(316) 835-2026,,halsteadha1@phamail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,36,36,36,33,0,33,91.66999817,3,36,34,100.0,60859,105311,0
NC075,City of Albemarle Department of Public Housing,"300 S Bell Ave, Albemarle, NC, 28001",(704) 984-9580,(704) 984-9582,rmiller@ci.albemarle.nc.us,(704) 984-9585,,rmiller@ci.albemarle.nc.us,Standard Performer,MEDIUM LOW (100-299),338,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,200,200,200,139,153,292,54.27999878,61,538,262,89.73000336,298827,633688,749782
KS019,Beloit Housing Authority,"200 Cedar Ave, Beloit, KS, 67420",(785) 738-5210,(785) 738-3396,bha@nckcn.com,(785) 738-5210,(785) 738-3396,bha@nckcn.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,50,41,42,39,0,39,95.12000275,1,41,39,100.0,42914,101057,0
KS113,Cawker City Housing Authority,"125 Sunrise Dr, Cawker City, KS, 67430",(785) 781-4443,(785) 781-4346,cchouse@nckcn.com,(785) 781-4443,,wpvllge@ruraltel.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,24,24,24,24,0,24,100.0,0,24,13,54.16999817,19799,74276,0
KS147,Chapman Housing Authority,"829 Sheeran Ave, Chapman, KS, 67431",(785) 922-6229,(785) 922-7186,chaphous@sbcglobal.net,(785) 922-6229,(785) 922-7186,chaphous@sbcglobal.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,29,28,29,28,0,28,100.0,0,28,28,100.0,22025,47260,70055
MN022,"HRA OF THE CITY OF BLUE EARTH, MINNESOTA","220 E 7th St, Blue Earth, MN, 56013",(507) 526-2981,(507) 526-2485,behra@bevcomm.net,(507) 526-2981,(507) 526-2485,behra@bevcomm.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,56,54,54,51,0,51,94.44999695,3,54,51,100.0,77760,169230,111130
KS016,South Hutchinson Housing Authority,"441 N Washington St, South Hutchinson, KS, 67505",(620) 665-6473,(620) 665-6619,annetteboyer2@gmail.com,(620) 665-6473,(620) 665-6619,aboyer@shpha.kscoxmail.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,144,144,144,135,0,135,93.75,9,144,135,100.0,200392,394132,327119
MO051,Housing Authority of Southwest  City,"702A Mark Twain Cir, South West City, MO, 64863",(417) 762-3487,(417) 762-3491,swcpha@gmail.com,(417) 762-3487,(417) 762-3491,swalkerswc@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,48,48,48,48,0,48,100.0,0,48,47,97.91000366,47779,99068,0
IL124,East Peoria Housing Authority,"139 Cole St, East Peoria, IL, 61611",(309) 698-4718,(309) 427-4719,latoyabrown@eastpeoriahousingauthority.com,(309) 698-4718,(309) 698-4719,latoyabrown@eastpeoriahousingauthority.com,,,300,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,250,250,83.33999634,0,300,246,98.40000153,0,0,0
MO014,Housing Authority of the City of Fulton,"350 Sycamore St, Fulton, MO, 65251",(573) 642-7611,(573) 642-4260,director@fhamo.org,(573) 642-7611,(573) 642-4260,public.housing@fultonhousing.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,200,200,200,194,0,194,97.0,4,200,193,99.48000336,362574,671444,516074
WI158,Boscobel Housing Authority,"213 Wisconsin Ave Ofc 209, Boscobel, WI, 53805",(608) 375-4228,(608) 375-4520,ktrumm@tds.net,(608) 375-4228,(608) 375-4520,ktrumm@tds.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,46,46,46,46,0,46,100.0,0,46,46,100.0,26283,78401,132045
KS032,Marion Housing Authority,"1501 E Lawrence St, Marion, KS, 66861",(620) 382-2218,(620) 382-2385,marionhousing@sbcglobal.net,(620) 382-2218,(620) 382-2385,marionhousing@sbcglobal.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,28,28,28,28,0,28,100.0,0,28,28,100.0,28037,64254,60277
WI204,Sauk County Housing Authority,"1211 8th St, Baraboo, WI, 53913",(608) 356-3986,(608) 356-4492,betteb@saukcountyha.org,(608) 356-3986,(608) 356-4492,betteb@saukcountyha.org,Standard Performer,VERY SMALL (0-49),349,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,40,40,40,40,183,223,57.31999969,0,389,262,100.0,37177,81360,121588
IL080,Edwards County Housing Authority,"125 W Cherry St, Albion, IL, 62806",(618) 445-2715,(618) 445-3603,echa1@frontier.com,(618) 445-2715,(618) 445-3603,echa1lindsey@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,52,51,51,50,0,50,98.04000092,1,51,49,98.0,71080,134840,125177
IL068,White County Housing Authority,"500 4th St, Crossville, IL, 62827",(618) 966-3868,(618) 966-2303,whitecountyha@gmail.com,(618) 966-3868,(618) 384-0219,whitecountyha@gmail.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,115,115,115,109,0,109,94.79000092,3,115,109,100.0,160833,289141,289069
IL100,Housing Authority County of Coles,"109 Prairie Ave, Mattoon, IL, 61938",(217) 235-4175,(217) 234-8102,haccmquast@consolidated.net,(217) 235-4175,(217) 234-8102,haccmquast@consolidated.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,178,176,178,164,0,164,93.18000031,2,176,152,92.69000244,292876,627041,545237
IL120,Housing Authority of Edgar County,"230 S High St, Paris, IL, 61944",(217) 465-8458,(217) 465-8460,admin@edgarcountyhousing.com,(217) 465-8458,,admin@edgarcountyhousing.com,High Performer,MEDIUM LOW (100-299),79,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,200,200,200,196,56,252,90.31999969,3,279,252,100.0,258349,555193,547782
IL055,Housing Authority - City of Alton,"2406 Crawford St, Alton, IL, 62002",(618) 465-4260,(618) 465-2729,gdenton@altonhousing.com,(618) 465-4269,(618) 465-2729,gdenton@altonhousing.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,255,249,247,244,0,244,98.79000092,3,247,242,99.18000031,650645,1151993,990488
IL005,Granite City Housing Authority,"2517 Nameoki Rd, Granite City, IL, 62040",(618) 876-0975,(618) 876-8992,Teri.Lake@granitecityha.org,(618) 876-0975,(618) 876-8992,Teri.Lake@granitecityha.org,High Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),12/31,Low-Rent,355,355,355,353,0,353,99.44000244,2,355,352,99.72000122,501704,824103,953130
KS041,Great Bend Housing Authority,"1101 Kansas Ave, Great Bend, KS, 67530",(620) 793-7761,(620) 793-7790,housing@greatbend.com,(620) 793-7761,(620) 793-7790,housing@greatbend.com,Standard Performer,VERY SMALL (0-49),196,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,0,0,0,0,158,158,80.62000275,0,196,148,93.66999817,28471,28471,141134
